Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,City,Device,Keyword,Country
CDA1217,Data Analytics Course,239,6606,179.09,49,14,0.286,4648,24-07-2024,Calgary,Tablet,data analytics course online course,Canada
CDA1218,Data Analytics Course,150,3730,428.66,34,17,0.5,7633,02-04-2024,Toronto,Desktop,data analytics course online course,Canada
CDA1219,Data Analytics Course,136,2825,449.83,8,1,0.125,459,10-01-2024,Ottawa,Desktop,data analytics course online course,Canada
CDA1220,Data Analytics Course,104,3921,293.79,8,1,0.125,263,11-07-2024,Vancouver,Tablet,data analytics course online course,Canada
CDA1221,Data Analytics Course,333,4893,363.14,8,3,0.375,723,19-10-2024,Mumbai,Tablet,data analytics course online course,India
CDA1222,Data Analytics Course,104,9619,256.31,40,38,0.95,12198,21-06-2024,Pune,Tablet,data analytics course online course,India
CDA1223,Data Analytics Course,260,9046,462.01,26,14,0.538,6440,08-11-2024,San Francisco,Mobile,data analytics course online course,USA
CDA1224,Data Analytics Course,99,8827,341.49,31,25,0.806,12125,24-12-2024,Ottawa,Mobile,data analytics course online course,Canada
CDA1225,Data Analytics Course,443,9334,336.49,15,15,1,6090,16-09-2024,Brisbane,Desktop,data analytics course online course,Australia
CDA1226,Data Analytics Course,333,3221,213.38,15,13,0.867,1833,09-05-2024,Chicago,Desktop,data analytics course online course,USA
CDA1227,Data Analytics Course,451,9403,329.01,47,32,0.681,5568,01-11-2024,Pune,Tablet,data analytics course online course,India
CDA1228,Data Analytics Course,164,8457,105.2,31,13,0.419,4862,15-04-2024,Chicago,Mobile,data analytics course online course,USA
CDA1229,Data Analytics Course,166,4552,249.16,19,15,0.789,2565,02-10-2024,Perth,Tablet,data analytics course online course,Australia
CDA1230,Data Analytics Course,416,6908,252.58,13,3,0.231,492,14-05-2024,London,Desktop,data analytics course online course,UK
CDA1231,Data Analytics Course,472,3992,156.6,23,7,0.304,1722,18-03-2024,Delhi,Desktop,data analytics course online course,India
CDA1232,Data Analytics Course,134,6132,204.6,41,32,0.78,8480,26-06-2024,Manchester,Mobile,data analytics course online course,UK
CDA1233,Data Analytics Course,414,7733,382.82,38,6,0.158,2394,11-07-2024,Edinburgh,Desktop,data analytics course online course,UK
CDA1234,Data Analytics Course,329,3087,259.75,49,18,0.367,8982,20-05-2024,Perth,Desktop,data analytics course online course,Australia
CDA1235,Data Analytics Course,61,7932,225.55,14,6,0.429,1722,11-09-2024,Melbourne,Tablet,data analytics course online course,Australia
CDA1236,Data Analytics Course,443,1436,416.64,50,13,0.26,6006,22-04-2024,Adelaide,Desktop,data analytics course online course,Australia
CDA1237,Data Analytics Course,389,6190,397.44,9,4,0.444,848,02-03-2024,Chicago,Desktop,data analytics course online course,USA
CDA1238,Data Analytics Course,392,8020,124.72,26,21,0.808,2982,17-09-2024,Ottawa,Mobile,data analytics course online course,Canada
CDA1239,Data Analytics Course,56,8799,396.83,16,10,0.625,2600,28-05-2024,Birmingham,Desktop,data analytics course online course,UK
CDA1240,Data Analytics Course,69,8003,254.84,9,2,0.222,482,06-12-2024,Brisbane,Tablet,data analytics course online course,Australia
CDA1241,Data Analytics Course,150,8194,429.9,48,7,0.146,3157,02-01-2024,Hyderabad,Tablet,data analytics course online course,India
CDA1242,Data Analytics Course,154,8356,392.26,26,15,0.577,2445,08-05-2024,Edinburgh,Mobile,data analytics course online course,UK
CDA1243,Data Analytics Course,312,6679,158.99,41,33,0.805,16038,25-08-2024,Toronto,Mobile,data analytics course online course,Canada
CDA1244,Data Analytics Course,59,3008,202.02,31,11,0.355,1199,19-04-2024,Adelaide,Desktop,data analytics course online course,Australia
CDA1245,Data Analytics Course,184,3718,418.77,14,14,1,3934,14-08-2024,Chicago,Tablet,data analytics course online course,USA
CDA1246,Data Analytics Course,88,6728,341.55,42,29,0.69,8613,09-03-2024,Sharjah,Desktop,data analytics course online course,UAE
CDA1247,Data Analytics Course,242,1360,209.98,45,37,0.822,13061,19-09-2024,New York,Mobile,data analytics course online course,USA
CDA1248,Data Analytics Course,305,4911,185.96,16,9,0.562,3924,04-01-2024,New York,Mobile,data analytics course online course,USA
CDA1249,Data Analytics Course,215,5630,377.39,41,23,0.561,4002,07-05-2024,Adelaide,Mobile,data analytics course online course,Australia
CDA1250,Data Analytics Course,249,1403,342.55,5,4,0.8,648,18-08-2024,Sharjah,Mobile,data analytics course online course,UAE
CDA1251,Data Analytics Course,449,5326,302.77,27,22,0.815,8558,15-06-2024,Bangalore,Desktop,data analytics course online course,India
CDA1252,Data Analytics Course,257,7096,399.58,29,5,0.172,1670,22-01-2024,Boston,Tablet,data analytics course online course,USA
CDA1253,Data Analytics Course,134,8342,151.87,24,3,0.125,393,18-10-2024,Toronto,Tablet,data analytics course online course,Canada
CDA1254,Data Analytics Course,305,4044,173.86,10,10,1,3270,23-06-2024,Abu Dhabi,Desktop,data analytics course online course,UAE
CDA1255,Data Analytics Course,368,1751,440.58,27,1,0.037,416,16-05-2024,Calgary,Tablet,data analytics course online course,Canada
CDA1256,Data Analytics Course,94,9578,182.8,35,8,0.229,2616,26-03-2024,Calgary,Desktop,data analytics course online course,Canada
CDA1257,Data Analytics Course,95,7796,382.46,23,17,0.739,6562,18-11-2024,New York,Desktop,data analytics course online course,USA
CDA1258,Data Analytics Course,301,3920,144.43,10,3,0.3,1302,21-11-2024,Sydney,Mobile,data analytics course online course,Australia
CDA1259,Data Analytics Course,374,4068,477.34,49,35,0.714,3920,13-04-2024,San Francisco,Tablet,data analytics course online course,USA
CDA1260,Data Analytics Course,89,3620,160.19,31,9,0.29,4491,04-01-2024,Toronto,Mobile,data analytics course online course,Canada
CDA1261,Data Analytics Course,204,6652,258.76,34,28,0.824,11116,15-09-2024,Chennai,Tablet,data analytics course online course,India
CDA1262,Data Analytics Course,357,4793,186.63,16,15,0.938,3525,10-09-2024,Bangalore,Desktop,data analytics course online course,India
CDA1263,Data Analytics Course,54,2002,496.07,19,9,0.474,3042,19-06-2024,Sharjah,Mobile,data analytics course online course,UAE
CDA1264,Data Analytics Course,473,8562,257.12,12,10,0.833,2110,24-04-2024,Bangalore,Desktop,data analytics course online course,India
CDA1265,Data Analytics Course,171,6685,487.36,42,20,0.476,7240,08-06-2024,Abu Dhabi,Mobile,data analytics course online course,UAE
CDA1266,Data Analytics Course,54,9405,101.49,49,3,0.061,666,20-05-2024,Mumbai,Mobile,data analytics course online course,India
CDA1267,Data Analytics Course,254,1433,450.1,10,8,0.8,3368,13-02-2024,Hyderabad,Mobile,data analytics course online course,India
CDA1268,Data Analytics Course,78,1213,412.97,34,9,0.265,1458,19-04-2024,Abu Dhabi,Mobile,data analytics course online course,UAE
CDA1269,Data Analytics Course,327,6297,264.29,47,3,0.064,1173,27-11-2024,Dubai,Desktop,data analytics course online course,UAE
CDA1270,Data Analytics Course,213,9216,394.04,14,13,0.929,3757,21-03-2024,Brisbane,Mobile,data analytics course online course,Australia
CDA1271,Data Analytics Course,269,2721,101.81,5,3,0.6,1212,04-07-2024,Vancouver,Mobile,data analytics course online course,Canada
CDA1272,Data Analytics Course,368,5294,153.94,43,30,0.698,11310,25-06-2024,London,Tablet,data analytics course online course,UK
CDA1273,Data Analytics Course,173,1507,185.32,9,5,0.556,2410,16-01-2024,Melbourne,Tablet,data analytics course online course,Australia
CDA1274,Data Analytics Course,497,1441,480.2,34,34,1,15708,03-02-2024,Calgary,Desktop,data analytics course online course,Canada
CDA1275,Data Analytics Course,92,8856,146.29,13,4,0.308,1032,02-02-2024,Perth,Desktop,data analytics course online course,Australia
CDA1276,Data Analytics Course,198,2666,318.85,46,1,0.022,248,14-05-2024,New York,Mobile,data analytics course online course,USA
CDA1277,Data Analytics Course,216,1095,260.31,13,4,0.308,1532,24-01-2024,Brisbane,Mobile,data analytics course online course,Australia
CDA1278,Data Analytics Course,378,9821,133.95,25,22,0.88,6402,16-11-2024,San Francisco,Desktop,data analytics course online course,USA
CDA1279,Data Analytics Course,102,8662,276.33,6,2,0.333,316,23-09-2024,Dubai,Desktop,data analytics course online course,UAE
CDA1280,Data Analytics Course,249,1408,317.77,40,16,0.4,5136,03-08-2024,Sharjah,Desktop,data analytics course online course,UAE
CDA1281,Data Analytics Course,341,6949,153.21,34,34,1,14688,07-07-2024,Bangalore,Mobile,data analytics course online course,India
CDA1282,Data Analytics Course,89,2558,263.19,36,19,0.528,3439,16-07-2024,Toronto,Desktop,data analytics course online course,Canada
CDA1283,Data Analytics Course,107,7803,213.89,29,12,0.414,4848,13-06-2024,Bangalore,Mobile,data analytics course online course,India
CDA1284,Data Analytics Course,99,9024,352.34,23,20,0.87,3400,18-01-2024,Leeds,Tablet,data analytics course online course,UK
CDA1285,Data Analytics Course,86,6813,241.06,6,3,0.5,1464,11-02-2024,Toronto,Desktop,data analytics course online course,Canada
CDA1286,Data Analytics Course,329,3303,146.45,13,9,0.692,3717,25-10-2024,Melbourne,Mobile,data analytics course online course,Australia
CDA1287,Data Analytics Course,493,8698,226.87,40,9,0.225,945,15-04-2024,Abu Dhabi,Tablet,data analytics course online course,UAE
CDA1288,Data Analytics Course,411,5014,209.72,19,12,0.632,1740,25-08-2024,Chennai,Tablet,data analytics course online course,India
CDA1289,Data Analytics Course,450,6237,302.74,50,22,0.44,4114,14-08-2024,Perth,Mobile,data analytics course online course,Australia
CDA1290,Data Analytics Course,431,5907,353.78,19,19,1,3306,21-08-2024,Ottawa,Tablet,data analytics course online course,Canada
CDA1291,Data Analytics Course,112,3028,408.71,13,10,0.769,1610,21-07-2024,Birmingham,Tablet,data analytics course online course,UK
CDA1292,Data Analytics Course,221,4135,391.38,36,30,0.833,5820,18-04-2024,Calgary,Desktop,data analytics course online course,Canada
CDA1293,Data Analytics Course,208,2975,235.18,37,23,0.622,4554,16-05-2024,Los Angeles,Desktop,data analytics course online course,USA
CDA1294,Data Analytics Course,383,7527,286.31,30,15,0.5,5505,14-04-2024,Mumbai,Mobile,data analytics course online course,India
CDA1295,Data Analytics Course,230,1272,356.45,7,3,0.429,1296,27-11-2024,New York,Tablet,data analytics course online course,USA
CDA1296,Data Analytics Course,215,4074,389.82,48,26,0.542,5408,24-02-2024,Boston,Tablet,data analytics course online course,USA
CDA1297,Data Analytics Course,419,8266,128.13,44,17,0.386,3179,27-08-2024,Vancouver,Tablet,data analytics course online course,Canada
CDA1298,Data Analytics Course,149,1903,486.31,15,3,0.2,1233,04-06-2024,Toronto,Desktop,data analytics course online course,Canada
CDA1299,Data Analytics Course,111,5161,207.82,50,12,0.24,4428,11-09-2024,Delhi,Desktop,data analytics course online course,India
CDA1300,Data Analytics Course,433,9379,117.65,47,47,1,9729,13-11-2024,Dubai,Desktop,data analytics course online course,UAE
CDA1301,Data Analytics Course,438,5013,111.36,25,23,0.92,7498,12-12-2024,Sharjah,Desktop,data analytics course online course,UAE
CDA1302,Data Analytics Course,196,5521,466.82,22,3,0.136,768,11-11-2024,Edinburgh,Desktop,data analytics course online course,UK
CDA1303,Data Analytics Course,178,8953,305.3,22,13,0.591,5785,08-10-2024,Melbourne,Tablet,data analytics course online course,Australia
CDA1304,Data Analytics Course,85,1602,133.48,23,10,0.435,1560,22-05-2024,London,Desktop,data analytics course online course,UK
CDA1305,Data Analytics Course,176,3853,122.7,47,43,0.915,6106,27-06-2024,Delhi,Tablet,data analytics course online course,India
CDA1306,Data Analytics Course,476,2427,251.22,34,22,0.647,2640,08-03-2024,Adelaide,Mobile,data analytics course online course,Australia
CDA1307,Data Analytics Course,291,6561,238.58,8,7,0.875,875,11-06-2024,Leeds,Tablet,data analytics course online course,UK
CDA1308,Data Analytics Course,286,7100,375.92,19,3,0.158,786,16-07-2024,Adelaide,Tablet,data analytics course online course,Australia
CDA1309,Data Analytics Course,356,7017,430.46,20,13,0.65,1703,05-10-2024,London,Tablet,data analytics course online course,UK
CDA1310,Data Analytics Course,480,9401,178.48,7,7,1,2086,14-10-2024,Mumbai,Desktop,data analytics course online course,India
CDA1311,Data Analytics Course,52,3812,157.79,34,30,0.882,6120,13-12-2024,Calgary,Mobile,data analytics course online course,Canada
CDA1312,Data Analytics Course,80,7958,385.87,34,24,0.706,3432,24-06-2024,Adelaide,Mobile,data analytics course online course,Australia
CDA1313,Data Analytics Course,461,3461,481.68,39,30,0.769,7110,01-03-2024,Adelaide,Tablet,data analytics course online course,Australia
CDA1314,Data Analytics Course,52,7884,398,16,14,0.875,3864,21-11-2024,Melbourne,Tablet,data analytics course online course,Australia
CDA1315,Data Analytics Course,227,4019,143.02,30,4,0.133,1580,10-02-2024,Sharjah,Tablet,data analytics course online course,UAE
CDA1316,Data Analytics Course,263,3216,276.84,15,9,0.6,1143,10-11-2024,San Francisco,Mobile,data analytics course online course,USA
CDA1317,Data Analytics Course,292,3798,211.57,34,9,0.265,1998,04-08-2024,Calgary,Mobile,data analytics course online course,Canada
CDA1318,Data Analytics Course,433,1925,370.7,5,3,0.6,474,13-10-2024,Ottawa,Desktop,data analytics course online course,Canada
CDA1319,Data Analytics Course,269,8449,395.23,45,15,0.333,1980,17-09-2024,London,Tablet,data analytics course online course,UK
CDA1320,Data Analytics Course,451,4568,444.36,14,2,0.143,524,12-06-2024,Bangalore,Tablet,data analytics course online course,India
CDA1321,Data Analytics Course,473,3050,144.92,39,38,0.974,9196,25-02-2024,Pune,Desktop,data analytics course online course,India
CDA1322,Data Analytics Course,322,8101,400.46,47,15,0.319,2160,05-12-2024,Calgary,Desktop,data analytics course online course,Canada
CDA1323,Data Analytics Course,343,3871,189.28,31,6,0.194,2040,13-01-2024,Manchester,Mobile,data analytics course online course,UK
CDA1324,Data Analytics Course,189,9994,199.57,22,9,0.409,2286,11-08-2024,Pune,Desktop,data analytics course online course,India
CDA1325,Data Analytics Course,230,7699,486.24,49,44,0.898,13288,12-01-2024,Toronto,Desktop,data analytics course online course,Canada
CDA1326,Data Analytics Course,446,2088,429.86,44,41,0.932,18737,13-02-2024,New York,Desktop,data analytics course online course,USA
CDA1327,Data Analytics Course,494,8004,356.28,33,31,0.939,12772,05-04-2024,Chicago,Tablet,data analytics course online course,USA
CDA1328,Data Analytics Course,68,1176,386.07,45,30,0.667,9270,21-12-2024,Leeds,Tablet,data analytics course online course,UK
CDA1329,Data Analytics Course,139,1016,261.23,12,11,0.917,1232,15-01-2024,Vancouver,Tablet,data analytics course online course,Canada
CDA1330,Data Analytics Course,298,3404,479.73,14,5,0.357,510,26-05-2024,Sharjah,Tablet,data analytics course online course,UAE
CDA1331,Data Analytics Course,346,4336,433.4,24,17,0.708,7327,13-05-2024,San Francisco,Tablet,data analytics course online course,USA
CDA1332,Data Analytics Course,372,1013,480.68,40,10,0.25,2000,02-02-2024,Abu Dhabi,Mobile,data analytics course online course,UAE
CDA1333,Data Analytics Course,368,5991,455.84,30,20,0.667,2200,07-09-2024,Sharjah,Desktop,data analytics course online course,UAE
CDA1334,Data Analytics Course,182,9396,234.76,40,23,0.575,9959,03-02-2024,Bangalore,Tablet,data analytics course online course,India
CDA1335,Data Analytics Course,109,6224,141.33,5,5,1,2035,11-11-2024,Montreal,Desktop,data analytics course online course,Canada
CDA1336,Data Analytics Course,90,5655,409.95,39,16,0.41,4976,07-01-2024,Abu Dhabi,Desktop,data analytics course online course,UAE
CDA1337,Data Analytics Course,197,7210,493.52,31,31,1,3782,18-03-2024,Sharjah,Mobile,data analytics course online course,UAE
CDA1338,Data Analytics Course,80,1714,437.94,20,5,0.25,1230,11-10-2024,Sharjah,Tablet,data analytics course online course,UAE
CDA1339,Data Analytics Course,252,7026,432.86,8,1,0.125,326,13-05-2024,Edinburgh,Mobile,data analytics course online course,UK
CDA1340,Data Analytics Course,99,5360,226.52,6,2,0.333,670,14-11-2024,London,Desktop,data analytics course online course,UK
CDA1341,Data Analytics Course,496,3400,456.3,48,42,0.875,5208,07-11-2024,Manchester,Mobile,data analytics course online course,UK
